REGION,producto,marca,Promedio de Precio Nuevo,Mes
OCCIDENTAL,TOALLAS SANITARIAS,KOTEX,"$1,57",mayo
OCCIDENTAL,TOALLAS SANITARIAS,KOTEX,"$1,59",junio
OCCIDENTAL,TOALLAS SANITARIAS,KOTEX,"$1,60",julio
OCCIDENTAL,TOALLAS SANITARIAS,KOTEX,"$1,48",agosto
OCCIDENTAL,TOALLAS SANITARIAS,KOTEX,"$1,65",septiembre
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$1,16",enero
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$0,88",febrero
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$0,80",marzo
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$1,79",mayo
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$1,58",junio
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$1,14",julio
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$1,19",agosto
OCCIDENTAL,TOALLAS SANITARIAS,NOSOTRAS,"$1,00",septiembre
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,72",enero
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,71",febrero
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,69",marzo
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,76",abril
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,96",mayo
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$1,27",junio
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$1,13",julio
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,99",agosto
OCCIDENTAL,TOALLAS SANITARIAS,PRINCESAS,"$0,82",septiembre
OCCIDENTAL,TOALLAS SANITARIAS,SECRET,"$0,58",mayo
OCCIDENTAL,TOALLAS SANITARIAS,SECUREZZA,"$2,28",febrero
OCCIDENTAL,TOALLAS SANITARIAS,SECUREZZA,"$2,82",mayo
OCCIDENTAL,TOALLAS SANITARIAS,SECUREZZA,"$4,24",agosto
OCCIDENTAL,TOALLAS SANITARIAS,SIGLORIENTAL,"$0,71",abril
OCCIDENTAL,TOALLAS SANITARIAS,SUAVE,"$1,80",enero
OCCIDENTAL,TOALLAS SANITARIAS,SUAVE,"$1,52",febrero
OCCIDENTAL,TOALLAS SANITARIAS,SUAVE,"$1,20",julio
OCCIDENTAL,TOALLAS SANITARIAS,SUAVE,"$1,30",septiembre
OCCIDENTAL,TOALLAS SANITARIAS,SWEET DAY,"$0,74",enero
OCCIDENTAL,TOALLAS SANITARIAS,SWEET DAY,"$2,84",mayo
OCCIDENTAL,TOALLAS SANITARIAS,SWEET DAY,"$0,74",junio
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$0,82",enero
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$0,79",febrero
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$0,85",marzo
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$0,88",abril
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$0,87",mayo
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$0,95",junio
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$1,05",julio
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$1,08",agosto
OCCIDENTAL,TOALLAS SANITARIAS,WANITA,"$1,02",septiembre
OCCIDENTAL,TOMATE,NO TIENE,"$2,22",enero
OCCIDENTAL,TOMATE,NO TIENE,"$1,73",febrero
OCCIDENTAL,TOMATE,NO TIENE,"$1,22",marzo
OCCIDENTAL,TOMATE,NO TIENE,"$1,81",abril
OCCIDENTAL,TOMATE,NO TIENE,"$1,55",mayo
OCCIDENTAL,TOMATE,NO TIENE,"$2,06",junio
OCCIDENTAL,TOMATE,NO TIENE,"$2,51",julio
OCCIDENTAL,TOMATE,NO TIENE,"$2,24",agosto
OCCIDENTAL,TOMATE,NO TIENE,"$2,26",septiembre
OCCIDENTAL,YUCA,NO TIENE,"$0,61",enero
OCCIDENTAL,YUCA,NO TIENE,"$0,60",febrero
OCCIDENTAL,YUCA,NO TIENE,"$0,65",marzo
OCCIDENTAL,YUCA,NO TIENE,"$0,83",abril
OCCIDENTAL,YUCA,NO TIENE,"$0,78",mayo
OCCIDENTAL,YUCA,NO TIENE,"$0,78",junio
OCCIDENTAL,YUCA,NO TIENE,"$0,79",julio
OCCIDENTAL,YUCA,NO TIENE,"$0,88",agosto
OCCIDENTAL,YUCA,NO TIENE,"$0,94",septiembre
OCCIDENTAL,ZANAHORIA,NO TIENE,"$0,69",enero
OCCIDENTAL,ZANAHORIA,NO TIENE,"$0,66",febrero
OCCIDENTAL,ZANAHORIA,NO TIENE,"$0,56",marzo
OCCIDENTAL,ZANAHORIA,NO TIENE,"$0,82",abril
OCCIDENTAL,ZANAHORIA,NO TIENE,"$0,91",mayo
OCCIDENTAL,ZANAHORIA,NO TIENE,"$1,64",junio
OCCIDENTAL,ZANAHORIA,NO TIENE,"$1,97",julio
OCCIDENTAL,ZANAHORIA,NO TIENE,"$2,33",agosto
OCCIDENTAL,ZANAHORIA,NO TIENE,"$2,37",septiembre
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$2,49",enero
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$2,64",febrero
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$3,26",marzo
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$4,17",abril
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$3,89",mayo
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$3,77",junio
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$4,22",julio
ORIENTAL,ACEITE COMESTIBLE,AGROIL,"$3,77",agosto
ORIENTAL,ACEITE COMESTIBLE,ALTUNSA,"$4,63",junio
ORIENTAL,ACEITE COMESTIBLE,ALTUNSA,"$4,84",agosto
ORIENTAL,ACEITE COMESTIBLE,AMACORP,"$3,81",mayo
ORIENTAL,ACEITE COMESTIBLE,AMACORP,"$3,77",junio
ORIENTAL,ACEITE COMESTIBLE,AMACORP,"$3,80",julio
ORIENTAL,ACEITE COMESTIBLE,AMACORP,"$3,95",agosto
ORIENTAL,ACEITE COMESTIBLE,AMACORP,"$3,77",septiembre
ORIENTAL,ACEITE COMESTIBLE,BUNGE,"$2,66",enero
ORIENTAL,ACEITE COMESTIBLE,BUNGE,"$2,77",febrero
ORIENTAL,ACEITE COMESTIBLE,BUNGE,"$2,93",marzo
ORIENTAL,ACEITE COMESTIBLE,BUNGE,"$3,21",abril
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$2,93",enero
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$2,64",febrero
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$2,41",marzo
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$3,88",abril
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$3,57",mayo
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$3,23",junio
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$3,58",julio
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$3,38",agosto
ORIENTAL,ACEITE COMESTIBLE,COAMO,"$4,22",septiembre
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$2,77",enero
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$2,48",febrero
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$2,01",marzo
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$3,45",abril
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$3,83",mayo
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$3,82",junio
ORIENTAL,ACEITE COMESTIBLE,CONCORDIA,"$3,48",agosto
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$3,09",enero
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$3,00",febrero
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$3,31",marzo
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$3,85",abril
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$4,57",mayo
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$4,05",junio
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$4,40",julio
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$3,99",agosto
ORIENTAL,ACEITE COMESTIBLE,COPOSA,"$3,90",septiembre
ORIENTAL,ACEITE COMESTIBLE,CORCOVADO,"$3,12",febrero
ORIENTAL,ACEITE COMESTIBLE,CORCOVADO,"$4,14",abril
ORIENTAL,ACEITE COMESTIBLE,CORCOVADO,"$4,38",mayo
ORIENTAL,ACEITE COMESTIBLE,CORCOVADO,"$4,13",junio
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,13",enero
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,13",febrero
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,13",marzo
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,72",abril
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,79",mayo
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,64",junio
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,49",julio
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,58",agosto
ORIENTAL,ACEITE COMESTIBLE,DIANA,"$3,29",septiembre
ORIENTAL,ACEITE COMESTIBLE,FRITO LISTO,"$3,36",febrero
ORIENTAL,ACEITE COMESTIBLE,FRITO LISTO,"$4,99",mayo
ORIENTAL,ACEITE COMESTIBLE,FRITO LISTO,"$4,79",junio
ORIENTAL,ACEITE COMESTIBLE,FRITO LISTO,"$3,79",julio
ORIENTAL,ACEITE COMESTIBLE,FRITO LISTO,"$4,26",agosto
ORIENTAL,ACEITE COMESTIBLE,IBERIA,"$4,32",mayo
ORIENTAL,ACEITE COMESTIBLE,IBERIA,"$4,26",junio
ORIENTAL,ACEITE COMESTIBLE,IBERIA,"$4,48",julio
ORIENTAL,ACEITE COMESTIBLE,IBERIA,"$4,23",agosto
ORIENTAL,ACEITE COMESTIBLE,IBERIA,"$4,21",septiembre
ORIENTAL,ACEITE COMESTIBLE,IDEAL,"$3,67",mayo
ORIENTAL,ACEITE COMESTIBLE,IDEAL,"$4,25",junio
ORIENTAL,ACEITE COMESTIBLE,INNOVA,"$4,75",abril
ORIENTAL,ACEITE COMESTIBLE,INNOVA,"$4,56",junio
ORIENTAL,ACEITE COMESTIBLE,INNOVA,"$4,31",julio
ORIENTAL,ACEITE COMESTIBLE,INNOVA,"$4,20",agosto
ORIENTAL,ACEITE COMESTIBLE,KAYSA,"$3,03",agosto
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$3,14",enero
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$3,21",febrero
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$3,30",marzo
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$3,71",abril
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$4,16",mayo
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$4,16",junio
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$4,22",julio
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$4,14",agosto
ORIENTAL,ACEITE COMESTIBLE,LA LUCHA,"$4,02",septiembre
ORIENTAL,ACEITE COMESTIBLE,LA PAMPA,"$4,17",mayo
ORIENTAL,ACEITE COMESTIBLE,LA PAMPA,"$4,00",junio
ORIENTAL,ACEITE COMESTIBLE,LA PAMPA,"$3,91",julio
ORIENTAL,ACEITE COMESTIBLE,LA PAMPA,"$3,65",agosto
ORIENTAL,ACEITE COMESTIBLE,LA PAMPA,"$3,69",septiembre
ORIENTAL,ACEITE COMESTIBLE,MARYSOL,"$3,83",abril
ORIENTAL,ACEITE COMESTIBLE,MAZEITE,"$4,50",abril
ORIENTAL,ACEITE COMESTIBLE,MAZEITE,"$4,51",junio
ORIENTAL,ACEITE COMESTIBLE,MAZEITE,"$4,35",julio
ORIENTAL,ACEITE COMESTIBLE,MAZEITE,"$4,27",agosto
ORIENTAL,ACEITE COMESTIBLE,MI COCINA,"$3,22",junio
ORIENTAL,ACEITE COMESTIBLE,MI COCINA,"$3,01",julio
ORIENTAL,ACEITE COMESTIBLE,MIRASOL,"$4,79",mayo
ORIENTAL,ACEITE COMESTIBLE,MIRASOL,"$4,94",junio
ORIENTAL,ACEITE COMESTIBLE,MIRASOL,"$4,94",agosto
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$3,33",enero
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$3,40",febrero
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$3,28",marzo
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$4,91",abril
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$4,70",mayo
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$4,80",junio
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$4,56",julio
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$3,91",agosto
ORIENTAL,ACEITE COMESTIBLE,NATUROIL,"$4,05",septiembre
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$2,93",enero
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$3,16",febrero
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$3,51",marzo
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$4,15",abril
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$4,45",mayo
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$4,24",junio
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$4,05",julio
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$3,99",agosto
ORIENTAL,ACEITE COMESTIBLE,ORIENTAL,"$4,15",septiembre
ORIENTAL,ACEITE COMESTIBLE,PACIFICO,"$3,94",junio
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$2,84",enero
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$3,26",marzo
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$4,39",mayo
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$4,06",junio
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$3,99",julio
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$3,91",agosto
ORIENTAL,ACEITE COMESTIBLE,PORTUMESA,"$4,13",septiembre
ORIENTAL,ACEITE COMESTIBLE,SALAD,"$2,85",enero
ORIENTAL,ACEITE COMESTIBLE,SOYA,"$3,44",enero
ORIENTAL,ACEITE COMESTIBLE,SOYA,"$3,39",febrero
ORIENTAL,ACEITE COMESTIBLE,SOYA,"$4,23",mayo
ORIENTAL,ACEITE COMESTIBLE,SOYA,"$3,01",junio
ORIENTAL,ACEITE COMESTIBLE,SOYA,"$3,79",agosto
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$3,20",enero
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$3,24",febrero
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$3,44",marzo
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$3,98",abril
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$4,23",mayo
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$4,03",junio
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$4,00",julio
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$3,97",agosto
ORIENTAL,ACEITE COMESTIBLE,VATEL,"$4,16",septiembre
ORIENTAL,AGUACATE,NO TIENE,"$3,83",enero
ORIENTAL,AGUACATE,NO TIENE,"$5,19",febrero
ORIENTAL,AGUACATE,NO TIENE,"$4,79",marzo
ORIENTAL,AGUACATE,NO TIENE,"$5,40",abril
ORIENTAL,AGUACATE,NO TIENE,"$3,95",mayo
ORIENTAL,AGUACATE,NO TIENE,"$2,78",junio
ORIENTAL,AGUACATE,NO TIENE,"$2,34",julio
ORIENTAL,AGUACATE,NO TIENE,"$2,01",agosto
ORIENTAL,AGUACATE,NO TIENE,"$1,77",septiembre
ORIENTAL,APIO,NO TIENE,"$2,05",enero
ORIENTAL,APIO,NO TIENE,"$1,70",febrero
ORIENTAL,APIO,NO TIENE,"$1,75",marzo
ORIENTAL,APIO,NO TIENE,"$1,94",abril
ORIENTAL,APIO,NO TIENE,"$1,92",mayo
ORIENTAL,APIO,NO TIENE,"$1,86",junio
ORIENTAL,APIO,NO TIENE,"$1,93",julio
ORIENTAL,APIO,NO TIENE,"$1,63",agosto
ORIENTAL,APIO,NO TIENE,"$1,52",septiembre
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,24",enero
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,23",febrero
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,29",marzo
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,42",abril
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,52",mayo
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,46",junio
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,45",julio
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,44",agosto
ORIENTAL,ARROZ BLANCO,AGUA BLANCA,"$1,51",septiembre
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,21",enero
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,17",febrero
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,18",marzo
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,32",abril
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,35",mayo
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,40",junio
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,46",julio
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,47",agosto
ORIENTAL,ARROZ BLANCO,ALVARIGUA,"$1,58",septiembre
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,17",enero
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,27",febrero
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,31",marzo
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,41",abril
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,52",mayo
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,54",junio
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,56",julio
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,56",agosto
ORIENTAL,ARROZ BLANCO,AMANECER,"$1,78",septiembre
ORIENTAL,ARROZ BLANCO,CAMPO DORADO,"$1,26",julio
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,08",enero
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,08",febrero
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,15",marzo
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,28",abril
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,36",mayo
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,44",junio
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,39",julio
ORIENTAL,ARROZ BLANCO,CHAIRA,"$1,45",agosto
ORIENTAL,ARROZ BLANCO,CORINA,"$1,01",marzo
ORIENTAL,ARROZ BLANCO,CORINA,"$1,50",agosto
ORIENTAL,ARROZ BLANCO,DIAMANTE,"$1,84",mayo
ORIENTAL,ARROZ BLANCO,DIANA,"$1,04",febrero
ORIENTAL,ARROZ BLANCO,DON JUAN,"$1,18",enero
ORIENTAL,ARROZ BLANCO,DON JUAN,"$1,58",julio
ORIENTAL,ARROZ BLANCO,DON JUAN,"$1,28",agosto
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,11",enero
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,09",febrero
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,14",marzo
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,21",abril
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,24",mayo
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,35",junio
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,20",julio
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,22",agosto
ORIENTAL,ARROZ BLANCO,DON JULIAN,"$1,27",septiembre
ORIENTAL,ARROZ BLANCO,DON PACO,"$1,09",enero
ORIENTAL,ARROZ BLANCO,DON PACO,"$1,31",mayo
ORIENTAL,ARROZ BLANCO,DON PACO,"$1,32",junio
ORIENTAL,ARROZ BLANCO,DON PACO,"$1,35",julio
ORIENTAL,ARROZ BLANCO,DON PACO,"$1,37",agosto
ORIENTAL,ARROZ BLANCO,DON PACO,"$1,50",septiembre
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,24",marzo
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,29",abril
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,34",mayo
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,38",junio
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,38",julio
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,37",agosto
ORIENTAL,ARROZ BLANCO,DOÑA ALICIA,"$1,41",septiembre
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$1,19",enero
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$0,94",marzo
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$1,21",abril
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$1,17",mayo
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$1,31",junio
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$1,29",julio
ORIENTAL,ARROZ BLANCO,DOÑA EMILIA,"$1,28",agosto
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$0,90",enero
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$1,10",febrero
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$1,14",abril
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$1,43",mayo
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$1,16",junio
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$1,33",agosto
ORIENTAL,ARROZ BLANCO,EL MOÑITO,"$1,36",septiembre
ORIENTAL,ARROZ BLANCO,EL TITAN,"$1,10",marzo
ORIENTAL,ARROZ BLANCO,ELITE,"$1,40",junio
ORIENTAL,ARROZ BLANCO,ELITE,"$1,45",agosto
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,28",enero
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,21",febrero
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,24",marzo
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,22",abril
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,32",mayo
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,34",junio
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,58",agosto
ORIENTAL,ARROZ BLANCO,FAVORITO,"$1,59",septiembre
ORIENTAL,ARROZ BLANCO,FINA,"$1,12",enero
ORIENTAL,ARROZ BLANCO,FINA,"$1,23",febrero
ORIENTAL,ARROZ BLANCO,FINA,"$1,20",marzo
ORIENTAL,ARROZ BLANCO,FINA,"$1,34",abril
ORIENTAL,ARROZ BLANCO,FINA,"$1,39",mayo
ORIENTAL,ARROZ BLANCO,FINA,"$1,37",junio
ORIENTAL,ARROZ BLANCO,FINA,"$1,40",julio
ORIENTAL,ARROZ BLANCO,FINA,"$1,41",agosto
ORIENTAL,ARROZ BLANCO,FINA,"$1,51",septiembre
ORIENTAL,ARROZ BLANCO,GENEROSO,"$1,42",junio
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,15",enero
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,23",febrero
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,24",marzo
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,31",abril
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,40",mayo
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,48",junio
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,46",julio
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,44",agosto
ORIENTAL,ARROZ BLANCO,GRAN MARQUES,"$1,38",septiembre
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,18",enero
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,28",febrero
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,17",marzo
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,23",abril
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,60",mayo
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,48",junio
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,53",agosto
ORIENTAL,ARROZ BLANCO,INNOVA,"$1,57",septiembre
ORIENTAL,ARROZ BLANCO,KIANA,"$1,18",enero
ORIENTAL,ARROZ BLANCO,KIANA,"$1,17",febrero
ORIENTAL,ARROZ BLANCO,KIANA,"$1,09",marzo
ORIENTAL,ARROZ BLANCO,KIANA,"$1,26",junio
ORIENTAL,ARROZ BLANCO,KIANA,"$1,30",agosto
ORIENTAL,ARROZ BLANCO,LA ESMERALDA,"$1,99",enero
ORIENTAL,ARROZ BLANCO,LA ESMERALDA,"$2,06",julio
ORIENTAL,ARROZ BLANCO,LA ESMERALDA,"$2,13",agosto
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,18",enero
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,15",febrero
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,18",marzo
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,37",abril
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,49",mayo
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,47",junio
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,41",julio
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,35",agosto
ORIENTAL,ARROZ BLANCO,LA LUCHA,"$1,49",septiembre
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,36",enero
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,37",febrero
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,36",marzo
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,52",abril
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,50",mayo
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,40",junio
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,51",julio
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,50",agosto
ORIENTAL,ARROZ BLANCO,LLANO VERDE,"$1,63",septiembre
ORIENTAL,ARROZ BLANCO,LOLA,"$1,40",febrero
ORIENTAL,ARROZ BLANCO,LOLA,"$1,35",mayo
ORIENTAL,ARROZ BLANCO,LOLA,"$1,35",junio
ORIENTAL,ARROZ BLANCO,LOLA,"$1,37",julio
ORIENTAL,ARROZ BLANCO,LOLA,"$1,33",agosto
ORIENTAL,ARROZ BLANCO,LOLA,"$1,53",septiembre
ORIENTAL,ARROZ BLANCO,LUISANA,"$1,22",julio
